Year,Country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Reunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
1990,Azerbaijan,254,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"202,586",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,626,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,662,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"69,766",389,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,088",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"4,940",N/A,N/A,N/A,"3,487",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,386,N/A,N/A,"39,234",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,340,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,894","2,352",N/A,N/A,N/A,"3,842",N/A,N/A,N/A,N/A,N/A,N/A,"23,232",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1990,Bahrain,215,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"20,442",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,140,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"21,908",N/A,N/A,508,N/A,357,N/A,N/A,N/A,N/A,57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"60,505","6,151",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3,442",N/A,N/A,N/A,"1,728",N/A,N/A,N/A,728,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,257,N/A,N/A,N/A,N/A,228,174,N/A,N/A,N/A,N/A,187,N/A,N/A,N/A,N/A,"20,949",N/A,N/A,N/A,N/A,N/A,"7,934",N/A,N/A,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,340,N/A,522,N/A,"5,863","1,531","4,235",N/A,N/A,N/A,N/A,"1,777",N/A,N/A,294,N/A,N/A,N/A,N/A,N/A,155,"1,291",N/A,N/A,N/A,N/A,N/A,771,"1,614",N/A,453,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"5,876",N/A,N/A
1990,Cyprus,2,69,9,N/A,N/A,N/A,N/A,N/A,21,292,N/A,741,88,9,N/A,27,162,N/A,84,65,N/A,2,N/A,N/A,3,17,2,15,N/A,1,"1,531",N/A,1,N/A,N/A,14,374,N/A,N/A,4,N/A,N/A,12,398,N/A,N/A,31,N/A,N/A,N/A,1,N/A,21,9,N/A,N/A,168,8,170,42,1,N/A,3,2,"1,290",3,N/A,1,7,20,N/A,N/A,1,123,228,N/A,N/A,N/A,N/A,"3,802",646,21,1,"5,898",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,1,86,8,684,43,299,78,193,N/A,95,120,4,21,110,59,21,N/A,58,6,1,41,685,N/A,N/A,57,N/A,23,3,2,2,11,N/A,N/A,8,N/A,N/A,N/A,3,N/A,16,N/A,N/A,N/A,N/A,N/A,16,3,11,1,N/A,14,120,N/A,23,3,2,76,N/A,N/A,50,16,129,N/A,5,N/A,2,8,"1,793",176,16,1,3,2,234,N/A,"1,345","3,235",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58,2,630,2,1,8,N/A,34,4,N/A,3,"1,235",N/A,39,"2,457",90,129,1,N/A,227,94,810,2,5,65,N/A,N/A,N/A,N/A,4,9,152,3,N/A,N/A,5,815,38,"9,055",36,791,N/A,1,18,N/A,16,16,N/A,N/A,4,34,76
1990,Georgia,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"4,039",N/A,N/A,N/A,"7,911",N/A,N/A,N/A,N/A,"16,521",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,421,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,846,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"8,348",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"21,017",N/A,N/A,N/A,"3,360",N/A,"1,382",N/A,N/A,N/A,N/A,N/A,"3,623",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3,794",N/A,N/A,N/A,N/A,"4,413",N/A,390,"151,090",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3,306",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,455,"1,609",N/A,N/A,N/A,"46,581",N/A,N/A,N/A,N/A,N/A,N/A,"10,078",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1990,Iraq,241,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"11,075",N/A,N/A,359,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,179,N/A,"14,976",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"7,970",N/A,N/A,N/A,309,N/A,N/A,N/A,"1,173",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,154,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,451,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,525,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,210,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,519,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,204,N/A,360,N/A,N/A,"14,347","2,924",N/A,N/A,N/A,N/A,"4,778",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,241,938,N/A,N/A,N/A,N/A,N/A,222,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,543",N/A,N/A
1990,Israel,"2,724",N/A,"19,544",N/A,N/A,N/A,N/A,N/A,"25,526",N/A,N/A,"2,102","6,373","14,696",N/A,N/A,N/A,N/A,"33,049","3,657",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"5,866",N/A,N/A,"19,353",N/A,N/A,N/A,N/A,N/A,"4,777",N/A,N/A,N/A,N/A,N/A,"2,613","1,027",N/A,N/A,"1,155",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,040",N/A,N/A,N/A,N/A,"21,780",N/A,N/A,N/A,N/A,"40,595",N/A,N/A,N/A,529,"17,904",N/A,N/A,N/A,N/A,"25,921","26,628",N/A,N/A,"1,320",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"15,656",N/A,"16,927",N/A,"47,785","74,502",N/A,N/A,N/A,"4,617",N/A,N/A,N/A,"6,279",N/A,N/A,N/A,"1,078",N/A,"9,479","3,924",N/A,N/A,"19,180",N/A,"13,594",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,422",N/A,N/A,N/A,N/A,N/A,"157,029",N/A,N/A,N/A,N/A,N/A,"4,337",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,649,N/A,"95,566",N/A,N/A,N/A,N/A,"28,570",N/A,"128,886","175,938",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"8,519",N/A,"3,129",N/A,N/A,N/A,N/A,N/A,"1,178","2,662","10,963","4,484",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"40,293","31,449",507,N/A,N/A,N/A,"168,081",N/A,"14,958",N/A,"47,532",N/A,"4,315","31,121",N/A,640,N/A,N/A,N/A,"36,222",N/A,N/A
1990,Jordan,74,N/A,222,N/A,N/A,N/A,N/A,N/A,N/A,26,N/A,188,78,N/A,N/A,143,948,N/A,N/A,33,N/A,N/A,N/A,N/A,N/A,320,N/A,101,N/A,11,91,N/A,N/A,N/A,N/A,N/A,241,N/A,N/A,N/A,4,N/A,N/A,192,1,N/A,15,N/A,N/A,N/A,N/A,N/A,19,N/A,N/A,13,18,40,N/A,49,N/A,N/A,N/A,N/A,"171,413",N/A,N/A,139,N/A,21,N/A,N/A,N/A,N/A,295,N/A,N/A,N/A,N/A,N/A,413,44,N/A,117,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35,N/A,871,183,119,"25,773",75,N/A,6,518,N/A,143,N/A,3,N/A,N/A,233,N/A,N/A,N/A,"3,021",N/A,N/A,338,N/A,N/A,N/A,N/A,N/A,983,N/A,N/A,N/A,N/A,N/A,90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,398,N/A,2,N/A,N/A,9,147,N/A,28,N/A,N/A,23,N/A,N/A,8,540,"5,168",N/A,N/A,N/A,N/A,N/A,"2,245",85,N/A,N/A,102,96,2,N/A,310,581,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3,495",N/A,35,N/A,N/A,N/A,N/A,12,N/A,N/A,24,24,233,282,"11,062","851,880","1,891",N/A,N/A,82,53,"51,557",N/A,208,73,N/A,N/A,N/A,N/A,N/A,221,957,N/A,N/A,N/A,N/A,45,156,465,N/A,"1,691",N/A,N/A,N/A,N/A,45,N/A,N/A,N/A,"2,439",N/A,N/A
1990,Kuwait,"1,334",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,189,"126,783",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,870,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"135,880",N/A,N/A,"3,148",N/A,"2,216",N/A,N/A,N/A,N/A,355,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"375,183","38,147",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"21,348",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"4,513",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,594",N/A,N/A,N/A,N/A,"1,416","1,080",N/A,N/A,N/A,N/A,"1,160",N/A,N/A,N/A,N/A,"129,928",N/A,N/A,N/A,N/A,N/A,"49,207",N/A,N/A,N/A,49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,380,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,111",N/A,N/A,N/A,"36,364","9,497","29,503",N/A,N/A,N/A,N/A,"11,021",N/A,N/A,"1,823",N/A,N/A,N/A,N/A,N/A,961,"8,007",N/A,N/A,N/A,N/A,N/A,"4,778","10,010",N/A,"2,808",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"36,441",N/A,N/A
1990,Lebanon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,65,433,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"78,308",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,135,N/A,N/A,N/A,N/A,N/A,189,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,N/A,398,84,N/A,"11,774",N/A,N/A,3,N/A,N/A,N/A,"1,380",N/A,N/A,N/A,106,N/A,N/A,N/A,N/A,N/A,N/A,154,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,182,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,247,"2,361",N/A,N/A,N/A,N/A,N/A,"1,026",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,265,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,597",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,106,N/A,"5,054","389,171",864,N/A,N/A,N/A,N/A,"23,553",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,437,N/A,N/A,N/A,N/A,21,N/A,212,N/A,773,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,114",N/A,N/A
1990,Oman,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,106,"50,041",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"18,811",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"152,554","4,605",N/A,118,N/A,N/A,N/A,N/A,N/A,N/A,"4,527",N/A,N/A,N/A,64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,611,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"35,675",N/A,N/A,N/A,N/A,N/A,"5,930",N/A,N/A,N/A,27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,215,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"13,996",N/A,"4,910",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,702","4,260",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1990,Qatar,384,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,54,"36,556",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"10,484",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,250,N/A,N/A,639,N/A,908,N/A,N/A,N/A,N/A,102,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,738","108,178",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"10,999",N/A,N/A,N/A,"6,155",N/A,N/A,N/A,"3,090",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,300",N/A,N/A,N/A,N/A,459,407,N/A,N/A,N/A,N/A,311,N/A,N/A,N/A,N/A,334,N/A,N/A,N/A,N/A,N/A,"37,462",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"14,187",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,109,N/A,608,N/A,932,"7,574","3,178",N/A,N/A,N/A,N/A,526,N/A,N/A,"1,377",N/A,N/A,N/A,N/A,N/A,277,"2,308",N/A,N/A,N/A,N/A,N/A,"39,178","2,886",N/A,809,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"10,506",N/A,N/A
1990,Saudi Arabia,"166,255",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"479,380",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"357,540",N/A,N/A,N/A,N/A,"61,017",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"906,468","635,007",N/A,"42,857",N/A,N/A,N/A,N/A,N/A,N/A,"90,278",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"57,203",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"89,529",N/A,N/A,"177,661",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"556,715",N/A,N/A,N/A,N/A,N/A,"239,551",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"200,579",N/A,"178,769",N/A,N/A,N/A,N/A,"305,838",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"286,032",N/A,N/A
1990,State of Palestine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"8,351",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"17,920",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"98,290",N/A,N/A,N/A,"55,317",N/A,N/A,N/A,"16,702",N/A,N/A,N/A,"2,342",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"9,110",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"9,870",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"21,258",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"5,224",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,850,N/A,N/A,N/A,N/A,N/A,N/A,"10,629",N/A,N/A,"8,436",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,486",N/A,N/A
